Main ID,Incident ID,Incident Type,Region of Incident,Incident Date,Incident Year,Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Country of Origin,Region of Origin,Cause of Death,Country of Incident,Migration Route,Location of Incident,Coordinates,UNSD Geographical Grouping,Information Source,URL,Source Quality,latitude,longitude,weather_data,date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,sunrise,sunset,daylight_duration,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
2021.MMP00795,2021.MMP00795,Incident,Mediterranean,2021-09-20,2021,September,1.0,,1,105.0,1.0,,,Eritrea,Eastern Africa,Drowning,Libya,Central Mediterranean,"Remains recovered north of Zuwara, Libya - embarkation from Sabratha on 19 Sep","33.18878453, 12.23894118",Uncategorized,IOM Libya,,4,33.18878453,12.23894118,"                       date  weather_code  temperature_2m_max  \
0 2021-09-20 00:00:00+00:00           0.0                30.6   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                27.5            28.793749        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       43956.304688                0.0           29.723444   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           38.880001                    67.728096  ",2021-09-20 00:00:00+00:00,0.0,30.6,27.5,28.793749,0,0,43956.305,0.0,29.723444,38.88,67.728096
2021.MMP00796,2021.MMP00796,Incident,Mediterranean,2021-09-17,2021,September,1.0,13.0,14,1.0,,1.0,,Algeria,Northern Africa,Drowning,Algeria,Western Mediterranean,"Boat capsized and remains retreived off Zemmouri, Boumerdès, Algeria - embarkation on morning of 17 Sep from ""shawisha"" beach, Zemmouri","36.82881526, 3.620209155",Uncategorized,"Algerian Human Rights Network Bordj Menaïel branch, Agence Presse Al-Arab, Zemmouri FB page, Tout sur Boumerdes",https://www.facebook.com/amroucheazzouz/posts/879030709710612,4,36.82881526,3.620209155,"                       date  weather_code  temperature_2m_max  \
0 2021-09-17 00:00:00+00:00          51.0             27.3545   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0             22.8545            25.364914        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       44437.453125                0.3           19.052811   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           48.239998                    25.830467  ",2021-09-17 00:00:00+00:00,51.0,27.3545,22.8545,25.364914,0,0,44437.453,0.3,19.05281,48.239998,25.830467
2021.MMP00797,2021.MMP00797836,Split Incident,Mediterranean,2021-09-19,2021,September,1.0,,1,,,1.0,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Remains washed ashore at Playa de los muertos, Carboneras, Almeria, Spain","36.95349419, -1.898563152",Uncategorized,"Junta de Andalucía, La Opinión de Málaga, La Voz de Almería",https://archive.ph/T8XGX,5,36.95349419,-1.898563152,"                       date  weather_code  temperature_2m_max  \
0 2021-09-19 00:00:00+00:00           2.0           27.860001   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0           21.709999            24.726667        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       44160.507812                0.0           28.961546   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           52.919998                    46.447201  ",2021-09-19 00:00:00+00:00,2.0,27.86,21.71,24.726667,0,0,44160.508,0.0,28.961546,52.92,46.4472
2021.MMP00797,2021.MMP00797838,Split Incident,Mediterranean,2021-09-20,2021,September,2.0,,2,,1.0,1.0,1.0,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Remains washed ashore at Puerto del Rey, Vera, Almeria, Spain","37.20507909, -1.809776859",Uncategorized,"Junta de Andalucía, La Opinión de Málaga, La Voz de Almería",https://archive.ph/xwTY9,5,37.20507909,-1.809776859,"                       date  weather_code  temperature_2m_max  \
0 2021-09-20 00:00:00+00:00          51.0              27.226   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0           20.776001            23.596832        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       44025.089844                1.2           13.905509   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           35.279999                     99.91272  ",2021-09-20 00:00:00+00:00,51.0,27.226,20.776001,23.596832,0,0,44025.09,1.2,13.905509,35.28,99.91272
2021.MMP00797,2021.MMP00797837,Split Incident,Mediterranean,2021-09-20,2021,September,1.0,,1,,,1.0,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Remains washed ashore at Garrucha, Almeria, Spain","37.17897533, -1.820605746",Uncategorized,"Junta de Andalucía, La Opinión de Málaga, La Voz de Almería",https://archive.ph/iJC5C,5,37.17897533,-1.820605746,"                       date  weather_code  temperature_2m_max  \
0 2021-09-20 00:00:00+00:00          51.0           27.193501   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0           20.943501            23.739334        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       44023.800781                1.0           12.783802   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           35.639999                    86.105072  ",2021-09-20 00:00:00+00:00,51.0,27.1935,20.9435,23.739334,0,0,44023.8,1.0,12.783802,35.64,86.10507
2021.MMP00797,2021.MMP00797840,Split Incident,Mediterranean,2021-09-21,2021,September,1.0,,1,,1.0,,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Remains washed ashore at playa Indalo, Mojácar, Almeria, Spain","37.10111108, -1.845793503",Uncategorized,"Junta de Andalucía, La Opinión de Málaga, La Voz de Almería",https://archive.ph/xwTY9,5,37.10111108,-1.845793503,"                       date  weather_code  temperature_2m_max  \
0 2021-09-21 00:00:00+00:00          65.0             25.4205   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0           19.220501            22.024666        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       43881.535156               34.0            22.66857   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           74.159996                    31.724388  ",2021-09-21 00:00:00+00:00,65.0,25.4205,19.2205,22.024666,0,0,43881.535,34.0,22.66857,74.159996,31.724388
2021.MMP00797,2021.MMP00797841,Split Incident,Mediterranean,2021-09-21,2021,September,1.0,,1,,1.0,,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Remains washed ashore at Playa Mácenas, Mojácar, Almeria, Spain","37.0805528, -1.849939099",Uncategorized,"Junta de Andalucía, La Opinión de Málaga, La Voz de Almería",https://archive.ph/xwTY9,5,37.0805528,-1.849939099,"                       date  weather_code  temperature_2m_max  \
0 2021-09-21 00:00:00+00:00          65.0              25.414   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0           19.214001            22.018166        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       43881.535156               34.0            22.66857   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           74.159996                    31.724388  ",2021-09-21 00:00:00+00:00,65.0,25.414,19.214,22.018166,0,0,43881.535,34.0,22.66857,74.159996,31.724388
2021.MMP00797,2021.MMP00797839,Split Incident,Mediterranean,2021-09-21,2021,September,1.0,,1,,,1.0,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Remains washed ashore at Playa el Algarrobico, Carboneras, Almeria, Spain","37.02786727, -1.878227918",Uncategorized,"Junta de Andalucía, La Opinión de Málaga, La Voz de Almería",https://archive.ph/xwTY9,5,37.02786727,-1.878227918,"                       date  weather_code  temperature_2m_max  \
0 2021-09-21 00:00:00+00:00          63.0             24.9695   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0             19.7195            22.319504        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       43880.613281          23.299999           29.671074   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           53.639996                    34.224865  ",2021-09-21 00:00:00+00:00,63.0,24.9695,19.7195,22.319504,0,0,43880.613,23.3,29.671074,53.639996,34.224865
2021.MMP00797,2021.MMP00797842,Split Incident,Mediterranean,2021-09-21,2021,September,1.0,,1,,,1.0,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Remains washed ashore at Playa del Lacón, Carboneras, Almería, Spain","37.00289911, -1.889138032",Uncategorized,"Junta de Andalucía, La Opinión de Málaga, La Voz de Almería",https://archive.ph/2nxrY,5,37.00289911,-1.889138032,"                       date  weather_code  temperature_2m_max  \
0 2021-09-21 00:00:00+00:00          63.0           24.956499   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0           19.706499            22.306501        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       43880.613281          23.299999           29.671074   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           53.639996                    34.224865  ",2021-09-21 00:00:00+00:00,63.0,24.9565,19.7065,22.306501,0,0,43880.613,23.3,29.671074,53.639996,34.224865
2021.MMP00801,2021.MMP00801,Incident,Mediterranean,2021-09-13,2021,September,1.0,,1,1.0,,1.0,,Unknown,Northern Africa (P),Accidental death,Spain,Western Mediterranean,"On the coast of Carboneras, Almería, Spain","37.00136043, -1.889019232",Uncategorized,"La Voz de Almería, Periodista Digital",https://archive.ph/IwTlw,3,37.00136043,-1.889019232,"                       date  weather_code  temperature_2m_max  \
0 2021-09-13 00:00:00+00:00           3.0             27.8195   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0             23.6695            25.686165        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       45009.074219                0.0           13.854155   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           48.239998                    40.515293  ",2021-09-13 00:00:00+00:00,3.0,27.8195,23.6695,25.686165,0,0,45009.074,0.0,13.854155,48.239998,40.515293
2021.MMP00808,2021.MMP00808,Incident,Mediterranean,2021-09-14,2021,September,1.0,1.0,2,1.0,1.0,,,Cameroon,Middle Africa,Drowning,Türkiye,Eastern Mediterranean,"Unspecified location in the Aegean Sea, after being pushed back from Samos, Greece","37.8681166, 27.25702288",Uncategorized,"Turkish Coast Guard, SonDakika, Daily Sabah",https://archive.ph/VPaQl,5,37.8681166,27.25702288,"                       date  weather_code  temperature_2m_max  \
0 2021-09-14 00:00:00+00:00           2.0           30.221001   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0           21.721001            25.931414        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0        44910.03125                0.0            16.87398   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           38.880001                     7.877603  ",2021-09-14 00:00:00+00:00,2.0,30.221,21.721,25.931414,0,0,44910.03,0.0,16.87398,38.88,7.877603
2021.MMP00811,2021.MMP00811858,Split Incident,Mediterranean,2021-10-02,2021,October,1.0,38.0,39,43.0,1.0,,,"Guinea,Unknown",Unknown,Drowning,Libya,Central Mediterranean,Off the coast of Zawiyah - embarkation from Alharsha beach on 2 Oct around 3  a.m.,"32.8108283, 12.6303472",Uncategorized,"Libyan Coast Guard and Port Security, IOM Libya",https://www.facebook.com/CoastGuardly/posts/4446676998753296,5,32.8108283,12.6303472,"                       date  weather_code  temperature_2m_max  \
0 2021-10-02 00:00:00+00:00           0.0           28.658501   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0             20.4585            24.452253        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       42511.449219                0.0            14.77755   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           33.839996                    51.988518  ",2021-10-02 00:00:00+00:00,0.0,28.6585,20.4585,24.452253,0,0,42511.45,0.0,14.77755,33.839996,51.988518
2021.MMP00811,2021.MMP00811859,Split Incident,Mediterranean,2021-10-02,2021,October,3.0,-1.0,2,,2.0,1.0,1.0,"Guinea,Unknown",Western Africa,Drowning,Libya,Central Mediterranean,Remains recovered off the coast of Zawiyah - embarkation from Alharsha beach on 2 Oct around 3  a.m.,"32.8108283, 12.6303472",Uncategorized,"Libyan Coast Guard and Port Security, IOM Libya",https://www.facebook.com/CoastGuardly/posts/4446676998753296,5,32.8108283,12.6303472,"                       date  weather_code  temperature_2m_max  \
0 2021-10-02 00:00:00+00:00           0.0           28.658501   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0             20.4585            24.452253        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       42511.449219                0.0            14.77755   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           33.839996                    51.988518  ",2021-10-02 00:00:00+00:00,0.0,28.6585,20.4585,24.452253,0,0,42511.45,0.0,14.77755,33.839996,51.988518
2021.MMP00813,2021.MMP00813,Incident,Mediterranean,2021-10-01,2021,October,3.0,,3,17.0,,,1.0,Unknown,Northern Africa (P),Drowning,Tunisia,Central Mediterranean,"In the Kastil sea, Djerba Midoun, Medenine, Tunisia","33.72014304, 10.99854839",Uncategorized,"Shems FM, Jawhara FM, Nessma TV",https://archive.vn/WnPi6,3,33.72014304,10.99854839,"                       date  weather_code  temperature_2m_max  \
0 2021-10-01 00:00:00+00:00           1.0               26.35   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               24.85            25.656252        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       42600.335938                0.0           16.981165   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0               24.48                    59.770428  ",2021-10-01 00:00:00+00:00,1.0,26.35,24.85,25.656252,0,0,42600.336,0.0,16.981165,24.48,59.770428
2021.MMP00814,2021.MMP00814,Incident,Mediterranean,2021-10-01,2021,October,1.0,,1,,,1.0,,Unknown,Sub-Saharan Africa (P),Drowning,Libya,Central Mediterranean,"Remains washed ashore at Surman beach, Libya","32.79680229, 12.5727577",Uncategorized,IOM Libya,,4,32.79680229,12.5727577,"                       date  weather_code  temperature_2m_max  \
0 2021-10-01 00:00:00+00:00           0.0              27.902   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0              21.302            24.920752        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       42632.296875                0.0           18.584509   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0               38.16                   352.841003  ",2021-10-01 00:00:00+00:00,0.0,27.902,21.302,24.920752,0,0,42632.297,0.0,18.584509,38.16,352.841
2021.MMP00821,2021.MMP00821,Incident,Mediterranean,2021-10-04,2021,October,1.0,2.0,3,14.0,,,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Off the coast of Cabrera (close to Mallorca), Baleares Islands, Spain","39.16748918, 2.928229486",Uncategorized,"Reuters, Publico",https://archive.ph/AATnu,3,39.16748918,2.928229486,"                       date  weather_code  temperature_2m_max  \
0 2021-10-04 00:00:00+00:00          63.0           23.450001   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0           19.549999            21.045835        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0        41936.34375           8.700001            45.82193   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           65.520004                   315.749878  ",2021-10-04 00:00:00+00:00,63.0,23.45,19.55,21.045835,0,0,41936.344,8.700001,45.82193,65.520004,315.74988
2021.MMP00858,2021.MMP00858910,Split Incident,Mediterranean,2021-10-11,2021,October,6.0,,6,,,6.0,,"Mali,Unknown",Sub-Saharan Africa,Drowning,Libya,Central Mediterranean,Unspecified location off the coast of Libya after boat departed from Zuwara,"33.72408, 12.292263",Uncategorized,"UNHCR, IOM Libya",https://archive.ph/Rc6xr,4,33.72408,12.292263,"                       date  weather_code  temperature_2m_max  \
0 2021-10-11 00:00:00+00:00           1.0           22.950001   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               22.25            22.729166        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       41358.070312                0.0            25.20257   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           34.560001                   342.347626  ",2021-10-11 00:00:00+00:00,1.0,22.95,22.25,22.729166,0,0,41358.07,0.0,25.20257,34.56,342.34763
2021.MMP00858,2021.MMP00858911,Split Incident,Mediterranean,2021-10-11,2021,October,9.0,,9,94.0,,9.0,,"Mali,Unknown",Sub-Saharan Africa (P),Drowning,Libya,Central Mediterranean,Unspecified location off the coast of Libya after boat departed from Zuwara,"33.72408, 12.292263",Uncategorized,"UNHCR, IOM Libya",https://archive.ph/Rc6xr,4,33.72408,12.292263,"                       date  weather_code  temperature_2m_max  \
0 2021-10-11 00:00:00+00:00           1.0           22.950001   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               22.25            22.729166        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       41358.070312                0.0            25.20257   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           34.560001                   342.347626  ",2021-10-11 00:00:00+00:00,1.0,22.95,22.25,22.729166,0,0,41358.07,0.0,25.20257,34.56,342.34763
2021.MMP00860,2021.MMP00860,Incident,Mediterranean,2021-10-02,2021,October,1.0,,1,,,,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"2 miles off Calamocarro, Ceuta, Spain","35.91312057, -5.35552497",Uncategorized,"El Foro de Ceuta, El Faro de Ceuta",https://archive.ph/Q7uj7,3,35.91312057,-5.35552497,"                       date  weather_code  temperature_2m_max  \
0 2021-10-02 00:00:00+00:00           1.0             24.4235   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0           18.123501            21.404753        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       42386.027344                0.0           18.214718   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           41.399998                   267.808929  ",2021-10-02 00:00:00+00:00,1.0,24.4235,18.1235,21.404753,0,0,42386.027,0.0,18.214718,41.399998,267.80893
2021.MMP00872,2021.MMP00872,Incident,Mediterranean,2021-10-11,2021,October,1.0,,1,,,1.0,,Unknown,Unknown,Violence,Libya,Central Mediterranean,"Body found in boat near Al Barza'a Island, Libya","32.389909, 23.366392",Uncategorized,IOM Libya,,4,32.389909,23.366392,"                       date  weather_code  temperature_2m_max  \
0 2021-10-11 00:00:00+00:00           0.0                24.9   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               23.25            24.081247        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       41466.640625                0.0           24.472057   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           34.919998                     66.58786  ",2021-10-11 00:00:00+00:00,0.0,24.9,23.25,24.081247,0,0,41466.64,0.0,24.472057,34.92,66.58786
2021.MMP00878,2021.MMP00878,Incident,Mediterranean,2021-10-15,2021,October,1.0,,1,,,1.0,,Morocco,Northern Africa,Drowning,Morocco,Western Mediterranean,"Off Plage Markajmar, Izemmouren, Hoceïma, Morocco","35.2345951, -3.987640788",Uncategorized,"Dalil Rif, Press Tetouan",https://archive.vn/yXDQs,3,35.2345951,-3.987640788,"                       date  weather_code  temperature_2m_max  \
0 2021-10-15 00:00:00+00:00          51.0           19.450001   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               17.65              18.7125        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       40718.507812                0.1            9.422101   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0                14.4                   188.129929  ",2021-10-15 00:00:00+00:00,51.0,19.45,17.65,18.7125,0,0,40718.508,0.1,9.422101,14.4,188.12993
2021.MMP00879,2021.MMP00879,Incident,Mediterranean,2021-10-16,2021,October,4.0,,4,13.0,,,,Unknown,Northern Africa (P),Drowning,Algeria,Western Mediterranean,"16 nautical miles north of Algiers, Algeria","37.02470175, 3.095693662",Uncategorized,Algerian Ministry of National Defense,https://archive.vn/1c86k,5,37.02470175,3.095693662,"                       date  weather_code  temperature_2m_max  \
0 2021-10-16 00:00:00+00:00           3.0           21.799999   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0               21.35            21.602081        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       40396.378906                0.0            9.028754   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           14.759999                    18.816124  ",2021-10-16 00:00:00+00:00,3.0,21.8,21.35,21.602081,0,0,40396.38,0.0,9.028754,14.759999,18.816124
2021.MMP00881,2021.MMP00881,Incident,Mediterranean,2021-10-17,2021,October,,12.0,12,2.0,1.0,11.0,,Algeria,Northern Africa,Drowning,Spain,Western Mediterranean,"Off the coast of Carboneras, Almería, Spain","36.94485888, -1.763043028",Uncategorized,"IOM Spain, Héroes del Mar, La Voz de Almería, EFE",https://archive.ph/jUyWw,4,36.94485888,-1.763043028,"                       date  weather_code  temperature_2m_max  \
0 2021-10-17 00:00:00+00:00           3.0               22.15   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                21.6            21.858332        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       40269.863281                0.0           25.212852   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           33.119999                    39.369324  ",2021-10-17 00:00:00+00:00,3.0,22.15,21.6,21.858332,0,0,40269.863,0.0,25.212852,33.12,39.369324
2021.MMP00882,2021.MMP00882,Incident,Mediterranean,2021-10-14,2021,October,8.0,17.0,25,3.0,1.0,1.0,1.0,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"37 miles west of Cabo de Trafalgar, Cadiz, Spain - embarkation 3 days before from Arcila (south of Tanger), Morocco","36.19749249, -6.551422936",Uncategorized,"El País, El Heraldo, EFE",https://archive.ph/YoIVq,3,36.19749249,-6.551422936,"                       date  weather_code  temperature_2m_max  \
0 2021-10-14 00:00:00+00:00           1.0               21.65   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0           19.950001            20.637499        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0        40752.46875                0.0           41.117294   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           53.279999                    88.401245  ",2021-10-14 00:00:00+00:00,1.0,21.65,19.95,20.637499,0,0,40752.47,0.0,41.117294,53.28,88.401245
2021.MMP00887,2021.MMP00887,Incident,Mediterranean,2021-10-17,2021,October,5.0,18.0,23,7.0,,2.0,2.0,"Tunisia,Unknown",Northern Africa,Drowning,Tunisia,Central Mediterranean,"6 miles off Chebba, Mahdia, Tunisia - embarkation from Baghdadi beach, Mahdia","35.19796725, 11.26021325",Uncategorized,"Tunisian Ministry of National Defense, FTDES, Jawhara FM, Shems FM, Mosaïque FM",https://archive.vn/wip/qPVYw,5,35.19796725,11.26021325,"                       date  weather_code  temperature_2m_max  \
0 2021-10-17 00:00:00+00:00          51.0                23.1   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0                20.0            21.974998        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       40474.011719                0.1           19.930479   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0                27.0                    38.060684  ",2021-10-17 00:00:00+00:00,51.0,23.1,20.0,21.974998,0,0,40474.01,0.1,19.93048,27.0,38.060684
2021.MMP00903,2021.MMP00903,Incident,Mediterranean,2021-08-08,2021,August,12.0,,12,,,,,Unknown,Sub-Saharan Africa (P),Drowning,Tunisia,Central Mediterranean,"Remains retreived in Melloulèche, Tunisia","35.15349237, 11.05134475",Uncategorized,Diwan FM,https://archive.vn/rYmtU,1,35.15349237,11.05134475,"                       date  weather_code  temperature_2m_max  \
0 2021-08-08 00:00:00+00:00           1.0           34.177998   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0           25.677999            29.953003        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       49312.609375                0.0           16.327497   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           35.279999                   118.230301  ",2021-08-08 00:00:00+00:00,1.0,34.177998,25.678,29.953003,0,0,49312.61,0.0,16.327497,35.28,118.2303
2021.MMP00904,2021.MMP00904,Incident,Mediterranean,2021-08-08,2021,August,1.0,,1,,,,,Unknown,Sub-Saharan Africa (P),Drowning,Tunisia,Central Mediterranean,"Remains retreived in La Laouata, Sfax, Tunisia","35.04212355, 11.02420093",Uncategorized,Diwan FM,https://archive.vn/rYmtU,1,35.04212355,11.02420093,"                       date  weather_code  temperature_2m_max  \
0 2021-08-08 00:00:00+00:00           0.0              32.715   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0           26.565001             29.81708        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0        49282.09375                0.0           17.309973   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           33.119999                   117.850258  ",2021-08-08 00:00:00+00:00,0.0,32.715,26.565,29.81708,0,0,49282.094,0.0,17.309973,33.12,117.85026
2021.MMP00905,2021.MMP00905,Incident,Mediterranean,2021-08-08,2021,August,1.0,,1,,,,,Unknown,Sub-Saharan Africa (P),Drowning,Tunisia,Central Mediterranean,"Remains retreived in Mahdia, Tunisia","35.52488725, 11.04311776",Uncategorized,Diwan FM,https://archive.vn/rYmtU,1,35.52488725,11.04311776,"                       date  weather_code  temperature_2m_max  \
0 2021-08-08 00:00:00+00:00           1.0           33.213001   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0              25.263            29.135916        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       49389.394531                0.0           17.533146   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           39.959999                   120.810257  ",2021-08-08 00:00:00+00:00,1.0,33.213,25.263,29.135916,0,0,49389.395,0.0,17.533146,39.96,120.81026
2021.MMP00906,2021.MMP00906,Incident,Mediterranean,2021-08-09,2021,August,5.0,,5,,3.0,,2.0,Unknown,Sub-Saharan Africa (P),Drowning,Tunisia,Central Mediterranean,"Remains retreived in Mahdia, Tunisia","35.52488725, 11.04311776",Uncategorized,Diwan FM,https://archive.vn/CCpfU#selection-995.62-995.67,1,35.52488725,11.04311776,"                       date  weather_code  temperature_2m_max  \
0 2021-08-09 00:00:00+00:00           0.0           37.213001   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0              25.663             30.30883        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0        49278.46875                0.0           20.620804   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           45.719997                   146.290695  ",2021-08-09 00:00:00+00:00,0.0,37.213,25.663,30.30883,0,0,49278.47,0.0,20.620804,45.719997,146.2907
2021.MMP00907,2021.MMP00907,Incident,Mediterranean,2021-08-09,2021,August,3.0,,3,,,,,Unknown,Sub-Saharan Africa (P),Drowning,Tunisia,Central Mediterranean,"Remains retreived on Botria beach, Sfax, Tunisia","35.08361366, 11.0237088",Uncategorized,Diwan FM,https://archive.vn/CCpfU#selection-995.62-995.67,1,35.08361366,11.0237088,"                       date  weather_code  temperature_2m_max  \
0 2021-08-09 00:00:00+00:00           0.0           34.384499   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0           26.234499            29.951164        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       49188.199219                0.0           18.671474   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           35.639999                   142.623367  ",2021-08-09 00:00:00+00:00,0.0,34.3845,26.234499,29.951164,0,0,49188.2,0.0,18.671474,35.64,142.62337
2021.MMP00912,2021.MMP00912,Incident,Mediterranean,2021-10-23,2021,October,1.0,,1,,,1.0,,Morocco,Northern Africa,Drowning,Morocco,Western Mediterranean,"Remains found floating near Sidi Abed beach, Hoceima, Morocco","35.26093563, -3.927007978",Uncategorized,"Dalil Rif, Tanja News",https://archive.vn/pxDYC#selection-907.103-907.128,3,35.26093563,-3.927007978,"                       date  weather_code  temperature_2m_max  \
0 2021-10-23 00:00:00+00:00          51.0           19.852501   

   temperature_2m_min  temperature_2m_mean  sunrise  sunset  \
0             18.1525            19.185833        0       0   

   daylight_duration  precipitation_sum  wind_speed_10m_max  \
0       39710.101562                0.1           26.427528   

   wind_gusts_10m_max  wind_direction_10m_dominant  
0           34.919998                    79.550255  ",2021-10-23 00:00:00+00:00,51.0,19.8525,18.1525,19.185833,0,0,39710.1,0.1,26.427528,34.92,79.550255
